,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA
417,UILTON JESUS NASCIMENTO,DÔLA,AIQUARA,PP,ELEITO POR QP,163,0.0,150.0
418,GUTEMBERGUE ARCANJO DE JESUS,NINO,GONGOGI,PT,ELEITO POR QP,160,0.0,790.0
419,ROGERIO CONCEIÇÃO DE ARAUJO,BINHA DA BOA VISTA,IRAJUBA,PP,ELEITO POR MÉDIA,160,0.0,809.5
420,UANDROS SANTANA DE OLIVEIRA,DANDAN SANTANA,COTEGIPE,PC do B,ELEITO POR MÉDIA,159,0.0,240.0
421,GEISA LUCIOLA BRITO NERIS,EMFERMEIRA GEISA,TERRA NOVA,PL,ELEITO POR MÉDIA,159,0.0,0.0
422,ROSÂNGELA MARIA NASCIMENTO GOES,ROSÂNGELA MARIA,LAJEDINHO,PSD,ELEITO POR QP,156,0.0,1293.75
423,MARIO OLIVEIRA DOS SANTOS,MARIO DO TREME,ITANAGRA,MDB,ELEITO POR MÉDIA,155,0.0,0.0
424,WILSON LIMA DE SOUZA,WILSON DA CESTA,GONGOGI,PSD,ELEITO POR MÉDIA,152,0.0,463.75
425,TERCIO MARQUES SOUZA,TERCIO SOUZA,BROTAS DE MACAÚBAS,PDT,ELEITO POR MÉDIA,148,0.0,0.0
426,JIVANILDO DE JESUS SANTOS,BITINHO DO BECO,CARDEAL DA SILVA,PT,ELEITO POR MÉDIA,146,0.0,0.0
427,PAULO DE JESUS ALVES,PAULO DO TREME,ITANAGRA,PSD,ELEITO POR QP,146,0.0,0.0
428,VALTER FRANCISCO DE SOUZA,JABURÚ,AIQUARA,PP,ELEITO POR QP,146,0.0,150.0
429,EDGAR GONÇALVES REIS,EDGAR,LAJEDINHO,PT,ELEITO POR QP,144,0.0,957.0
430,TONY BRUNO GOMES DOS SANTOS,BRUNINHO GOMES,OURIÇANGAS,PT,ELEITO POR MÉDIA,141,0.0,0.0
431,ALFREDO DOS SANTOS PINTO,ALFREDO PINTO AO LADO DO POVO,CARDEAL DA SILVA,PP,ELEITO POR QP,139,0.0,0.0
432,FRANCISCO GOMES DOS SANTOS FILHO,ÍLIO,CARDEAL DA SILVA,PROS,ELEITO POR QP,138,0.0,0.0
433,FÁBIO OLIVEIRA SANTOS,FABIO DO PAU D ARCO,ITANAGRA,PP,ELEITO POR QP,136,0.0,0.0
434,OSVALDO NERY DOS SANTOS,OSVALDO NERY,AURELINO LEAL,PSOL,ELEITO POR MÉDIA,132,0.0,450.0
435,GILMAR MATIAS SANTOS,PELÉ,IRAJUBA,PSD,ELEITO POR MÉDIA,127,0.0,0.0
436,EUZEBIO ROSARIO DE MEIRELES,EUZEBIO,IBIQUERA,PP,ELEITO POR QP,126,0.0,880.0
437,JACKSON COSTA SOUZA,JAQUINHO,ALMADINA,PP,ELEITO POR MÉDIA,126,0.0,1363.92
438,SIDNEY EVANGELISTA SANTOS DA SILVA,DINDA,LAJEDO DO TABOCAL,PSB,ELEITO POR MÉDIA,125,0.0,0.0
439,RICARDO FIGUEREDO FONTES,PROFESSOR RICARDO PARAGUAI,JUSSARI,PT,ELEITO POR QP,125,0.0,0.0
440,JOABE DE JESUS,JOABE DA RIFA,ITAQUARA,PSOL,ELEITO POR QP,116,0.0,285.24
441,JOSÉ ADAILTON SANTOS SILVA,ZÉ CURADOR,LAJEDINHO,PT,ELEITO POR QP,112,0.0,957.0
442,GRAZIELLE ALMERINDA SILVA SANTEDÍCOLA,GRAZI DE CHICO,ITAQUARA,PSD,ELEITO POR MÉDIA,110,0.0,0.0
443,ANTONIO CLARINDO BRITO DE SANTANA,GAGUINHO,LAJEDINHO,AVANTE,ELEITO POR MÉDIA,100,0.0,957.0
444,JAIR VITOR DE BRITO,JAIR DA AMBULÂNCIA,JUSSARI,REPUBLICANOS,ELEITO POR QP,94,0.0,563.26
