,NM_CANDIDATO,NM_URNA_CANDIDATO,NM_UE,SG_PARTIDO,DS_SIT_TOT_TURNO,QT_VOTOS_NOMINAIS,VR_DESPESA_CONTRATADA,VR_RECEITA,VR_VOTO
10583,JULIO CESAR CERQUEIRA ARAUJO,JULIO CERQUEIRA,CONCEIÇÃO DO ALMEIDA,PSD,SUPLENTE,31,0.0,0.0,0.0
10581,NILMA SANTOS DE JESUS,NILMA SORRISO,CONCEIÇÃO DO ALMEIDA,PSD,SUPLENTE,108,0.0,0.0,0.0
25948,FRANCISCO NASCIMENTO SANTOS JUNIOR,JUNIOR,POÇÕES,PSD,SUPLENTE,149,0.0,0.0,0.0
10580,JAIR MOREIRA,JAIR MOREIRA,CONCEIÇÃO DO ALMEIDA,PSD,SUPLENTE,102,0.0,0.0,0.0
10578,RESSIA NAYARA NEIVA ROSA CRUZ,RESSIA NAYARA,CONCEIÇÃO DO ALMEIDA,PSD,SUPLENTE,6,0.0,0.0,0.0
25952,DÃ SOUZA SANTANA,DÃ DE VALNEI,CAMAMU,PSC,SUPLENTE,13,0.0,0.0,0.0
10576,CECILIA MARIA BARBOSA DA ROCHA SANTIAGO,CELIA DA SAUDE,CONCEIÇÃO DO ALMEIDA,PSD,SUPLENTE,86,0.0,0.0,0.0
25955,LUIZ EDUARDO NASCIMENTO DA LUZ,LUIZINHO DE BARCELOS,CAMAMU,PSC,SUPLENTE,86,0.0,0.0,0.0
10574,JOSE ADELSON PIMENTEL SANTOS,DINHO DE ZECA DO CEBO,CONCEIÇÃO DO ALMEIDA,PSD,SUPLENTE,135,0.0,0.0,0.0
25957,JOYCE CARDOSO NASCIMENTO,JOYCE DE LUCIENE,CAMAMU,PSC,SUPLENTE,7,0.0,0.0,0.0
25958,BENEDITO CONCEIÇÃO DOS SANTOS,BENEDITO DE TAPUIA,CAMAMU,PSC,SUPLENTE,16,0.0,0.0,0.0
10572,LUIZ ROGERIO DA SILVA,GG BAIANO,FEIRA DE SANTANA,PODE,NÃO ELEITO,292,0.0,0.0,0.0
10570,VALDENILSON DA SILVA LIMA,LIRO DA FARINHA,FEIRA DE SANTANA,PODE,NÃO ELEITO,528,0.0,0.0,0.0
25924,ZILMA DOS SANTOS FÉLIX VASCONCELOS,ZILMA FÉLIX,ITABUNA,PT,SUPLENTE,22,0.0,0.0,0.0
25922,IZABEL CRISTINA GAMA MACHADO,CRISTINA MACHADO,ITABUNA,PT,SUPLENTE,109,0.0,200.0,0.0
25921,LUCIANA LIMA COSTA DIGER,LUCIANA LIMA,ITABUNA,PT,SUPLENTE,14,0.0,0.0,0.0
25905,ROBERTO DE OLIVEIRA DIAS,ROBERTINHO BRITO,PRADO,PP,SUPLENTE,223,0.0,128.0,0.0
10642,ROSE MARY NUNES DE ARAUJO BENEVIDES,TIA ROSE,JUAZEIRO,PRTB,SUPLENTE,19,0.0,0.0,0.0
10641,SÂNCHELA SAMARA MAURICIO DE SOUZA SANTOS,SÂNCHELA SAMARA,JUAZEIRO,PRTB,SUPLENTE,12,0.0,0.0,0.0
10638,JOÃO PEDRO ROQUE DE ALMEIDA SÁ BRUNO,JOÃO PEDRO,JUAZEIRO,PRTB,SUPLENTE,105,0.0,0.0,0.0
10632,MARIA EDNAIDE DE SOUZA,EDNA MIRANDA,JUAZEIRO,PRTB,SUPLENTE,26,0.0,0.0,0.0
10627,WALTERMÁRIO VIEIRA PIMENTEL,WALTERMÁRIO PIMENTEL,JUAZEIRO,PRTB,SUPLENTE,367,0.0,0.0,0.0
10626,AMELICE MARIA DA CONCEIÇÃO,AMELICE MARIA,JUAZEIRO,PRTB,SUPLENTE,23,0.0,0.0,0.0
10624,PEDRINA DE JESUS SANTOS FERNANDES,PEDRINA DE JESUS,JUAZEIRO,PRTB,SUPLENTE,83,0.0,0.0,0.0
10623,CARLOS AUGUSTO SILVA OLIVEIRA,GUTO DO ESPORTE,JUAZEIRO,PRTB,SUPLENTE,124,0.0,0.0,0.0
10621,JOSÉ MAURICIO DE LIMA,PAJEÚ DE LIMA,JUAZEIRO,PRTB,SUPLENTE,57,0.0,0.0,0.0
10619,MARIA FERREIRA DE LIMA,MARIA FERREIRA,JUAZEIRO,PRTB,SUPLENTE,60,0.0,0.0,0.0
10618,MARIA FRANCINEIDE BEZERRA MACIEL LUNA,NEIDE DO POVO,JUAZEIRO,PRTB,SUPLENTE,11,0.0,0.0,0.0
10617,JOSÉ SILVINO DA SILVA,SILVIO MARTINS,JUAZEIRO,PRTB,SUPLENTE,50,0.0,0.0,0.0
25904,ANA KARINA BOF DA SILVA,ANA KARINA,PRADO,PP,SUPLENTE,6,0.0,0.0,0.0
10616,FRANCISCO DA SILVA ROCHA,ROCHA,JUAZEIRO,PRTB,SUPLENTE,227,0.0,0.0,0.0
10610,VERONEIDE CONCEIÇÃO DA SILVA INACIO,VERA DO ACARAJE,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,69,0.0,0.0,0.0
25907,LUCIENE MATOS FARIAS,LUCINHA DO GUARANI,PRADO,PP,SUPLENTE,7,0.0,128.0,0.0
25908,JOSE CARLOS MOURA DE SOUZA,CARLINHO DE BATELÃO,PRADO,PP,SUPLENTE,22,0.0,128.0,0.0
25909,JESSEILTON COSTA ALMEIDA,SESSE,PRADO,PP,SUPLENTE,182,0.0,128.0,0.0
10614,WILSON DA SILVA XAVIER,WILSON DOS TERNOS,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,42,0.0,0.0,0.0
25911,DOMINGO PEREIRA ALVES,AILTON DO MERCADO,PRADO,PP,ELEITO POR MÉDIA,351,0.0,128.0,0.0
25912,MARCICLEI DO CARMO ALMEIDA,MARCICLEI,PRADO,PP,ELEITO POR QP,424,0.0,128.0,0.0
10612,CLENICE DA SILVA SANTOS,GUEGUINHA DO RODEADOURO,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,67,0.0,0.0,0.0
25914,TRAZIBULO CALDEIRA NETO,ZIBINHO DA PIRAJI,PRADO,PP,SUPLENTE,26,0.0,128.0,0.0
25915,SERGIO NOBRE NEVES,SERGIO DE CUMURU,PRADO,PP,SUPLENTE,308,0.0,128.0,0.0
25916,EVA RAMOS DOS SANTOS,EVA,PRADO,PP,SUPLENTE,29,0.0,128.0,0.0
25917,VERACI NOGUEIRA NEVES,VERACI NOGUEIRA,PRADO,PP,SUPLENTE,37,0.0,128.0,0.0
10611,WILMA DAMASCENO DE SANTANA,WILMA DAMASCENO,JUAZEIRO,REPUBLICANOS,NÃO ELEITO,9,0.0,0.0,0.0
25919,MARCIA GORETTI LOIOLA DOS SANTOS,MARCIA GORETTI,ITABUNA,PT,SUPLENTE,72,0.0,0.0,0.0
25961,SIDCLÉIA SANTOS DA CONCEIÇÃO,SIDCLÉIA,CAMAMU,PSC,SUPLENTE,2,0.0,0.0,0.0
10569,MIZAEL DE JESUS SOUZA,MIZAEL DA SAUDE,FEIRA DE SANTANA,PODE,NÃO ELEITO,132,0.0,0.0,0.0
10564,MARIA LUCIA SANTOS LIMA,MALU,FEIRA DE SANTANA,PODE,NÃO ELEITO,58,0.0,0.0,0.0
10511,MARIA DE JESUS LUCINDA DE AZEVEDO SILVA,MARIA DE JESUS,JUAZEIRO,PTC,SUPLENTE,3,0.0,0.0,0.0
10525,VALNAN JESUS FERREIRA,VALNAN FERREIRA,UBATÃ,PSD,NÃO ELEITO,1,0.0,0.0,0.0
10524,JOSE ALVES DOS SANTOS,ZÉ ALVES,UBATÃ,PSD,NÃO ELEITO,8,0.0,0.0,0.0
10522,GILSON DOS SANTOS QUEIROZ,GILSON,JUAZEIRO,PTC,SUPLENTE,64,0.0,0.0,0.0
10521,JUCILEIDE DOS SANTOS FELIX SILVA,LEIDINHA FELIX,JUAZEIRO,PTC,SUPLENTE,5,0.0,0.0,0.0
10520,GEOVA DOS SANTOS MONTEIRO,GEOVA,JUAZEIRO,PTC,SUPLENTE,243,0.0,0.0,0.0
10519,ETIENE DA CONCEIÇÃO SACRAMENTO CURSINO,ETIENE CONCEIÇÃO,JUAZEIRO,PTC,SUPLENTE,11,0.0,0.0,0.0
10518,CARMEN ALVES DA SILVA,IRMÃ CARMEN,JUAZEIRO,PTC,SUPLENTE,39,0.0,0.0,0.0
10517,ALVARO ALVES COSTA,JÚNIOR CABEÇA,JUAZEIRO,PTC,SUPLENTE,120,0.0,0.0,0.0
10516,ITALO MEDRADO DOS SANTOS LOIOLA,ÍTALO PASSAGEM,JUAZEIRO,PTC,SUPLENTE,15,0.0,0.0,0.0
10515,DIEGO ROBERTO ROSA GOMES,DIEGO ROSA,JUAZEIRO,PTC,SUPLENTE,78,0.0,0.0,0.0
10514,ALONSO JOSÉ DE SOUZA,ALONSO DE SEU DEDÉ,JUAZEIRO,PTC,SUPLENTE,148,0.0,0.0,0.0
10513,ROSANGELA DOS SANTOS,ROSÂNGELA SANTOS,JUAZEIRO,PTC,SUPLENTE,154,0.0,0.0,0.0
10512,NORMA LUCI LEITE DA FRANÇA CARDOSO,LUCI LEITE,JUAZEIRO,PTC,SUPLENTE,5,0.0,0.0,0.0
10510,PAGANINI NOBRE MOTA JÚNIOR,PAGANINI,JUAZEIRO,PTC,SUPLENTE,337,0.0,0.0,0.0
10528,ELIANE FAGUNDES DE JESUS,PIXITA GARI,UBATÃ,PSD,NÃO ELEITO,3,0.0,0.0,0.0
10509,OZAIRO JOSÉ RIBEIRO,OZAIRO AGRO,JUAZEIRO,PTC,SUPLENTE,223,0.0,0.0,0.0
10508,MARIA SUELY SOUZA DO NASCIMENTO,IRMÃ SUSSU,JUAZEIRO,PTC,SUPLENTE,3,0.0,0.0,0.0
26027,FERNANDA FIGUEREDO LEAL,FERNANDA,MIGUEL CALMON,PP,SUPLENTE,3,0.0,700.0,0.0
10506,JOSUÉ NASCIMENTO SILVA,JOSUÉ DA JOTARTE,JUAZEIRO,PTC,SUPLENTE,153,0.0,0.0,0.0
10505,JEFERSON LAZARO MATOS MEDRADO,JEFERSON MEDRADO,JUAZEIRO,PTC,SUPLENTE,6,0.0,0.0,0.0
26032,ISDETE DA COSTA E SILVA,ODETE MANICURE,MUCURI,PTB,NÃO ELEITO,11,0.0,0.0,0.0
10503,ANDREI DOS SANTOS PEDRO,ANDREI SANTOS,JUAZEIRO,PTC,SUPLENTE,74,0.0,0.0,0.0
26034,GILVAN DE CARVALHO FIDELIS,GILVAN DE CARVALHO,MUCURI,PTB,NÃO ELEITO,68,0.0,0.0,0.0
26035,APARECIDA MARIA OLIVEIRA DOS SANTOS,PÊPÊ DO MOINHO DE PEDRA,MUCURI,PTB,NÃO ELEITO,6,0.0,0.0,0.0
26036,VANTUIL DE JESUS NASCIMENTO,VANTUIL PEDREIRO,MUCURI,PTB,NÃO ELEITO,8,0.0,0.0,0.0
26037,VITELELSON DOS SANTOS BORGES,VITELELSON,MUCURI,PTB,NÃO ELEITO,27,0.0,0.0,0.0
26038,JOSE VIEIRA DOS SANTOS,ZEZINHO MECANICO,MUCURI,PTB,NÃO ELEITO,113,0.0,0.0,0.0
10502,LOURINALDO DIAS PEREIRA,LOURINALDO,JUAZEIRO,PTC,SUPLENTE,146,0.0,0.0,0.0
10526,HERCILIA MARIA DE SOUZA CAMPOS SILVA,DRA HERCILIA,UBATÃ,PSD,NÃO ELEITO,31,0.0,0.0,0.0
10529,RITA DE CÁSSIA DOS SANTOS SOUZA,RITA DA MANGABEIRA,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,69,0.0,280.0,0.0
10562,JACI RIBEIRO DE JESUS,JACI RIBEIRO,FEIRA DE SANTANA,PODE,NÃO ELEITO,97,0.0,0.0,0.0
25984,GRAZIELLA   DINIZ   SANTOS,GAL DINIZ,MUCURI,PV,NÃO ELEITO,3,0.0,750.0,0.0
10559,KEYLA KATIANE MORENO SANTOS SILVA,MISSIONÁRIA KEYLA,FEIRA DE SANTANA,PODE,NÃO ELEITO,21,0.0,0.0,0.0
10558,JOSE AMERICO REIS DA SILVA,CAXIXI,FEIRA DE SANTANA,PODE,NÃO ELEITO,340,0.0,300.0,0.0
10557,TAMILIS DE SENNA PEREIRA,MILE DAS FRUTAS,FEIRA DE SANTANA,PODE,NÃO ELEITO,7,0.0,0.0,0.0
10555,LUSEVALDO DE JESUS SILVA,PROFESSOR VAL,FEIRA DE SANTANA,PODE,NÃO ELEITO,66,0.0,0.0,0.0
10553,FERNANDO DOS SANTOS GABRIEL,FERNANDO MOTOBOY,FEIRA DE SANTANA,PODE,NÃO ELEITO,437,0.0,950.0,0.0
10550,KARLA DE JESUS,KARLA NERY,FEIRA DE SANTANA,PODE,NÃO ELEITO,73,0.0,0.0,0.0
10545,MARLENE MARTINS CAVALCANTI,MARLENI CAVALCANTI,FEIRA DE SANTANA,PODE,NÃO ELEITO,38,0.0,0.0,0.0
10544,JOSE JORGE DE SANTANA,JOSE DE FALCAO,FEIRA DE SANTANA,PODE,NÃO ELEITO,29,0.0,0.0,0.0
10543,JOSE MARIO GOMES DOS SANTOS,BAL DO ZANGÃO,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,250,0.0,180.0,0.0
10542,EVANGELICA DE SOUZA GONÇALVES TORRES,PASTORA EVANGELICA,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,143,0.0,180.0,0.0
10541,ANA AMÉLIA BASTOS ALVES,ANA AMÉLIA,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,11,0.0,280.0,0.0
10540,JOSE SOARES DE OLIVEIRA,ZÉ SOARES,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,74,0.0,280.0,0.0
25981,JULIO CÉSAR MATOS SILVA,CÉSAR MATOS,CIPÓ,PODE,NÃO ELEITO,24,0.0,0.0,0.0
25985,JOSE ROBERTO RAMOS FERREIRA,BETAO,MUCURI,PV,NÃO ELEITO,7,0.0,0.0,0.0
10531,RAIMUNDA VANESSA SANTANA MENDES,VANESSA DE NAL,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,19,0.0,280.0,0.0
25986,DENILSA DA SILVA SANTOS,LIA DO SALÃO,MUCURI,PV,NÃO ELEITO,1,0.0,750.0,0.0
10539,EVERIVALDO FERREIRA DE SOUZA,PINTO FILHO DE PR EVERALDO,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,186,0.0,280.0,0.0
25988,PEDRO ALVES VIEIRA,PEDRO ALVES,JUSSARI,PSD,SUPLENTE,15,0.0,183.26,0.0
25989,CARLOS AUGUSTO FONTES RIBEIRO,CARMÉ,JUSSARI,PSD,SUPLENTE,19,0.0,183.26,0.0
10538,MARIA GEORGINA DOS SANTOS DE SOUZA,GEORGINA DO PINHEIRO,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,98,0.0,280.0,0.0
25991,LUZINEIDE BATISTA MESSIAS,MÃE LULU,JUSSARI,PSD,SUPLENTE,3,0.0,183.26,0.0
25992,MARY MARQUES ALMEIDA,MARY MARQUES,JUSSARI,PSD,SUPLENTE,56,0.0,243.26,0.0
25993,ELIEDE SILVA MATOS,PROFESSORA ELIÊDE,JUSSARI,PSD,SUPLENTE,48,0.0,483.26,0.0
10536,RENATO SOUZA SANTOS,RENATO PAREDÃO,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,60,0.0,280.0,0.0
25995,ALEX GONÇALVES DOS SANTOS,ALEX COXINHA,JUSSARI,PSD,ELEITO POR QP,175,0.0,683.26,0.0
10534,MARCOS PEDRO MAIA SANTANA,BUIÚ,CONCEIÇÃO DA FEIRA,PSD,SUPLENTE,60,0.0,180.0,0.0
25997,ALISSON ALVES BARBOSA,ALISSON BARBOSA,JUSSARI,PSD,SUPLENTE,116,0.0,383.26,0.0
25999,SIMÃO CAVALCANTE LUCAS,SIMÃO,JUSSARI,PSD,ELEITO POR QP,204,0.0,1083.26,0.0
10644,CARLOS EDUARDO LOURENÇO DOS SANTOS,EDUARDO DO ESPORTE,JUAZEIRO,PRTB,SUPLENTE,71,0.0,0.0,0.0
10661,MARACI RAMOS DO ROSÁRIO,MARA FIINHA,SÃO GONÇALO DOS CAMPOS,PDT,NÃO ELEITO,41,0.0,0.0,0.0
10662,RAIMUNDO NONATO DE QUEIROZ COSTA,NONATO VAMP,SÃO GONÇALO DOS CAMPOS,PDT,NÃO ELEITO,13,0.0,0.0,0.0
10754,ESTELA BARBOSA DA CRUZ,LOIRA DO ÔNIBUS,TEIXEIRA DE FREITAS,PTC,NÃO ELEITO,42,0.0,0.0,0.0
10767,JOVELINO MANOEL SANTOS FILHO,BETÃO CANETA PRETA,ILHÉUS,MDB,NÃO ELEITO,12,0.0,0.0,0.0
25773,LUCIDALVA COSTA DOS SANTOS,DALVINHA,CRAVOLÂNDIA,PP,SUPLENTE,21,0.0,155.0,0.0
10762,AMADEU DE JESUS OLIVEIRA,AMADEU OLIVEIRA,TEIXEIRA DE FREITAS,PTC,NÃO ELEITO,29,0.0,0.0,0.0
25775,ARLINDO BATISTA RIBEIRO FILHO,ARLINDINHO,CRAVOLÂNDIA,PP,SUPLENTE,68,0.0,1970.0,0.0
25776,ANDRÉIA SOUZA,ANDRÉIA DE ALAÍDE,CRAVOLÂNDIA,PP,SUPLENTE,5,0.0,0.0,0.0
25777,AISE ANE TEIXEIRA DE ALMEIDA,AISE,CRAVOLÂNDIA,PP,SUPLENTE,1,0.0,0.0,0.0
10761,CINTIA DA COSTA SILVA,CINTIA DO ULISSES GUIMARÃES,TEIXEIRA DE FREITAS,PTC,NÃO ELEITO,7,0.0,0.0,0.0
10760,EDUARDO NOGUEIRA DA SILVA,EDUARDO DO BAÚ,TEIXEIRA DE FREITAS,PTC,NÃO ELEITO,42,0.0,0.0,0.0
10759,GRAZIELLI DIAS DA ROCHA,NINHA,TEIXEIRA DE FREITAS,PTC,NÃO ELEITO,6,0.0,0.0,0.0
10758,JOSÉ ALBERTO OLIVEIRA RODRIGUES,BETÃO DA GUARDA,TEIXEIRA DE FREITAS,PTC,NÃO ELEITO,24,0.0,0.0,0.0
10757,GILDETE DE JESUS,GIL DE JESUS,TEIXEIRA DE FREITAS,PTC,NÃO ELEITO,35,0.0,0.0,0.0
10756,AILTON DOS SANTOS RIBEIRO,AILTON DOS SANTOS RIBEIRO,TEIXEIRA DE FREITAS,PTC,NÃO ELEITO,13,0.0,0.0,0.0
10755,JACKSON SILVA SANTANA,KITO,TEIXEIRA DE FREITAS,PTC,NÃO ELEITO,20,0.0,0.0,0.0
25786,ADALBERTO NASCIMENTO DOS SANTOS,DODO DA AMBULÂNCIA,CONCEIÇÃO DO COITÉ,PC do B,SUPLENTE,56,0.0,0.0,0.0
10771,JAMILE RIBEIRO SANTANA DOS SANTOS,JAMILE RIBEIRO,LAURO DE FREITAS,PSC,SUPLENTE,23,0.0,580.0,0.0
10753,LOURENÇO GOMES DE OLIVEIRA,IRMÃO LOURENÇO,ILHÉUS,PV,SUPLENTE,3,0.0,372.5,0.0
10742,JOHNNI ROBERT GRESIK SANTOS,JOHNNI ROBERT,ILHÉUS,PV,SUPLENTE,54,0.0,282.5,0.0
25790,MARIA ISABEL COSTA DE ALMEIDA,BEBEL COSTA,CONCEIÇÃO DO COITÉ,PC do B,SUPLENTE,27,0.0,0.0,0.0
10738,LUCIANO LUNA SOUZA,LUCIANO LUNA,ILHÉUS,PV,ELEITO POR MÉDIA,764,0.0,282.5,0.0
25792,EDER CARLOS SILVA CEDRAZ,EDER CEDRAZ,CONCEIÇÃO DO COITÉ,PC do B,SUPLENTE,38,0.0,0.0,0.0
25793,TIAGO ROBERTO PEREIRA DA SILVEIRA,TIAGO POPULAR,CONCEIÇÃO DO COITÉ,PC do B,SUPLENTE,209,0.0,360.0,0.0
10737,CARLOS ANDRÉ FARIAS DA ROCHA,ANDRE FARIAS,ILHÉUS,PV,SUPLENTE,166,0.0,282.5,0.0
25796,LUSINEIDE SANTOS LIMA,DONGUE,CRAVOLÂNDIA,PT,NÃO ELEITO,8,0.0,110.0,0.0
25798,MARCOS ROBERTO DOS ANJOS ALVES,BETO CAWBOY,CRAVOLÂNDIA,PT,NÃO ELEITO,5,0.0,155.0,0.0
25799,MARCIO JOSE DOS SANTOS PATROCINIO,MARCIO DO PT,CRAVOLÂNDIA,PT,NÃO ELEITO,8,0.0,155.0,0.0
25801,SANDRA SENA ANDRADE,SANDRA CABELELEIRA,CRAVOLÂNDIA,PT,NÃO ELEITO,5,0.0,0.0,0.0
25802,IRACY NOVAES DE JESUS,IRACY DE ILHA FORMOSA,CRAVOLÂNDIA,PT,NÃO ELEITO,5,0.0,0.0,0.0
25804,LUIS MACIEL DO NASCIMENTO,LUIS CEARA,NOVA SOURE,PT,SUPLENTE,255,0.0,161.47,0.0
10769,EDIVALDO LIMA DE ANDRADE,EDIVALDO ANDRADE,ILHÉUS,MDB,NÃO ELEITO,18,0.0,0.0,0.0
10772,ANTONIO ALBERTO ALVES DA COSTA,INDIO DA PRAÇA,LAURO DE FREITAS,PSC,SUPLENTE,18,0.0,650.0,0.0
25807,JAILMA OLIVEIRA DE ALMEIDA CRUZ,JAILMA,NOVA SOURE,PT,SUPLENTE,13,0.0,161.47,0.0
10795,MARIA HELENA ARAUJO DA SILVA,HELENA ARAUJO,LAURO DE FREITAS,PSC,SUPLENTE,11,0.0,210.0,0.0
10815,PATRICIA SOARES DE OLIVEIRA,PATRICIA,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,10,0.0,0.0,0.0
25735,ROSEMEIRE ROCHA LIMA MASCENO,ROSE FURACÃO,JACOBINA,PP,SUPLENTE,30,0.0,582.0,0.0
25738,MARIA SOCORRO SILVA RIBEIRO,SOCORRO DA VILA,JACOBINA,PP,SUPLENTE,296,0.0,582.0,0.0
10814,MANOEL MACHADO JULIO,MESSIAS MACHADO,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,23,0.0,0.0,0.0
10813,MARA RUBIA SALLES DOS REIS LEMOS,MARA RÚBIA,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,27,0.0,0.0,0.0
10811,ADILSON HAGE PESSOA,SARGENTO HAGE,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,112,0.0,0.0,0.0
10809,OZIMAR DE LIMA SANTOS,MAZINHO,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,54,0.0,0.0,0.0
10806,ELENITO AMORIM SOARES,AMORIM SOARES,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,197,0.0,0.0,0.0
10803,CLEBIO RODRIGUES DOS SANTOS,CLEBIO  RODRIGUES,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,121,0.0,0.0,0.0
10802,CLARICE JEOMONOD SANTOS DE SOUZA,PROFESSORA CLARICE,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,95,0.0,0.0,0.0
10801,ANTONIO LUIS DOS SANTOS CONCEIÇÃO,ANTONIO DA XEROX,TEIXEIRA DE FREITAS,SOLIDARIEDADE,SUPLENTE,108,0.0,0.0,0.0
10798,RITA DE CASSIA LIMA DE JESUS,RITA LIMA,LAURO DE FREITAS,PSC,SUPLENTE,18,0.0,580.0,0.0
10797,REBECA DOS SANTOS CONCEIÇÃO CARDOSO,REBECA CARDOSO,LAURO DE FREITAS,PSC,SUPLENTE,16,0.0,650.0,0.0
10788,ALINE DE JESUS LIMA SILVA,ALINE SILVA,LAURO DE FREITAS,PSC,SUPLENTE,25,0.0,580.0,0.0
10774,NILTON CARLOS SOARES MACHADO,REI DO GADO,LAURO DE FREITAS,PSC,SUPLENTE,43,0.0,650.0,0.0
25753,GILMAR SILVA NETO,GILMAR NETO,SENHOR DO BONFIM,PDT,NÃO ELEITO,74,0.0,262.0,0.0
25754,ADAILTON MOTA,DIDIZÃO,SENHOR DO BONFIM,PDT,NÃO ELEITO,23,0.0,262.0,0.0
10779,MAISA SOARES DA CRUZ,MAISA MAMAI,LAURO DE FREITAS,PSC,SUPLENTE,32,0.0,140.0,0.0
25757,SÉRGIO FÉLIX DA SILVA,GIGANTE,SENHOR DO BONFIM,PDT,NÃO ELEITO,17,0.0,262.0,0.0
25758,ANTONIO JOAQUIM DOS SANTOS,TOINHO DO ESPAÇO LIVRE,SENHOR DO BONFIM,PDT,NÃO ELEITO,53,0.0,262.0,0.0
25759,DÉBORA DE OLIVEIRA ALMEIDA,DÉBORA VAQUEIRA,SENHOR DO BONFIM,PDT,NÃO ELEITO,45,0.0,262.0,0.0
25760,ELZA NOVAIS DA SILVA,ELZA NOVAIS,SENHOR DO BONFIM,PDT,NÃO ELEITO,71,0.0,262.0,0.0
25761,RICARDO AMERICO NASCIMENTO,KAKI,SENHOR DO BONFIM,PDT,NÃO ELEITO,22,0.0,0.0,0.0
25762,EDNAILTON RODRIGUES SANTOS,EDDY RODRIGUES,SENHOR DO BONFIM,PDT,NÃO ELEITO,6,0.0,262.0,0.0
25763,WILLIANS DA SILVA SANTOS,WILLIANS DA SAÚDE,SENHOR DO BONFIM,PDT,NÃO ELEITO,75,0.0,262.0,0.0
25764,GISELIA DE JESUS NASCIMENTO,GISELIA,SENHOR DO BONFIM,PDT,NÃO ELEITO,23,0.0,262.0,0.0
25765,JAIANE SILVA ROCHA,JAY DE UMBURANA,SENHOR DO BONFIM,PDT,NÃO ELEITO,15,0.0,262.0,0.0
10777,ANTONIO CARLOS DA CRUZ NORONHA,MANGA NORONHA,LAURO DE FREITAS,PSC,SUPLENTE,87,0.0,140.0,0.0
25806,EVANDRO LUIS DE SOUZA,VANDINHO LOCUTOR,NOVA SOURE,PT,SUPLENTE,11,0.0,161.47,0.0
25808,KATIA MICAELA DA SILVA SANTANA,MICAELA,NOVA SOURE,PT,SUPLENTE,21,0.0,161.47,0.0
10663,JOSE FERNANDO GOMES,FERNANDO FERRUGEM,SÃO GONÇALO DOS CAMPOS,PDT,NÃO ELEITO,38,0.0,0.0,0.0
10681,CATARINO AMANCIO DE JESUS,CATARINO PERNA SECA,CORAÇÃO DE MARIA,REPUBLICANOS,NÃO ELEITO,25,0.0,0.0,0.0
25846,ADELAIDE SANTOS VALANZUELA,ADELAIDE,PRADO,REPUBLICANOS,SUPLENTE,8,0.0,0.0,0.0
25847,EDINILSON LIMA LOPES,EDINILSON,PRADO,REPUBLICANOS,SUPLENTE,15,0.0,0.0,0.0
25848,EUDSON MANJARRA MENDES,DIN PRODUÇÕES,PRADO,REPUBLICANOS,SUPLENTE,92,0.0,0.0,0.0
25849,JOSENILDO SANTANA REIS,PASTOR JOSENILDO,ITIÚBA,PC do B,SUPLENTE,57,0.0,238.33,0.0
10698,ANA REGINA SANTOS CALMON,REGINA DO POVO,LAURO DE FREITAS,PATRIOTA,SUPLENTE,5,0.0,6000.0,0.0
10695,ANTONIO MARCOS DE JESUS DA SILVA,CARIOCA,LAURO DE FREITAS,PATRIOTA,SUPLENTE,13,0.0,0.0,0.0
10694,ROBERTO DE SOUSA COSTA,ROBERTO COSTA,LAURO DE FREITAS,PATRIOTA,SUPLENTE,2,0.0,0.0,0.0
25853,JOSE PAULO DE SOUZA,PAULINHO DO VALDO,ITIÚBA,PC do B,SUPLENTE,212,0.0,240.0,0.0
10692,FELIPE DA SILVA BILDHAUER,FELIPE SEREIA,LAURO DE FREITAS,PATRIOTA,SUPLENTE,13,0.0,0.0,0.0
10691,EDERSON SANTOS ARAUJO,DECO ARAUJO,LAURO DE FREITAS,PATRIOTA,SUPLENTE,69,0.0,0.0,0.0
10687,WELLINGTON SOUZA SANTOS,WELLINGTON ITINGA,LAURO DE FREITAS,PATRIOTA,SUPLENTE,49,0.0,0.0,0.0
10685,JOSE NERI DE SOUZA FILHO,PEQUENO NERI,LAURO DE FREITAS,PATRIOTA,SUPLENTE,11,0.0,0.0,0.0
